rule_id$$table$$columns$$check$$check_details$$required$$valid$$hasSample$$tags$$errorMessage$$failedRowsSample
1$$tc_act_sec_usage$$ASSET_ID$$in$$"{\"column\": \"TC_INSTANCES.ASSET_ID\"}"$$2087414$$2087413$$true$$$$$$"{\"ASSET_ID\":\"a5d267155a0c48eda5fd00facd270859\",\"EVENT_ID\":\"ac1be67846f64b39a253a6257b73d61f\",\"EVENT_USAGE\":51,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":0}"
6$$tc_act_sec_usage$$ASSET_ID,EVENT_ID$$unique$$$$2087414$$2009388$$true$$$$$$"{\"ASSET_ID\":\"968AF7DB7CE4CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7C877A0CC62E040A8C0990E1B2E\",\"count\":9}
{\"ASSET_ID\":\"968AF7DB7DD6CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7C72C8BCC62E040A8C0990E1B2E\",\"count\":9}
{\"EMPLOYEE_ID\":\"b16c8458c79848f58e4585fce16a3f8f\",\"count\":12}
{\"EMPLOYEE_ID\":\"76578c5085fb42089b4874920bb5a058\",\"count\":12}
{\"EMPLOYEE_ID\":\"8087467ede7b40fcadbd3529bbd30d19\",\"count\":12}
{\"EMPLOYEE_ID\":\"3dc39a26815a47c084797c629ad18790\",\"count\":12}
{\"EMPLOYEE_ID\":\"f19c65f6fbd1457c9f99a1b11590ac1c\",\"count\":12}
{\"EMPLOYEE_ID\":\"968AF7A92147CC62E040A8C0990E1B2E\",\"count\":12}
{\"EMPLOYEE_ID\":\"78385a7c821844688da98b6713ca51a7\",\"count\":12}
{\"EMPLOYEE_ID\":\"ec6ad333abbd48dc954de602d9e95000\",\"count\":12}
{\"EMPLOYEE_ID\":\"7bb3d9b64c7147ea8d042a96c5098814\",\"count\":12}
{\"EMPLOYEE_ID\":\"968AF7AA90E4CC62E040A8C0990E1B2E\",\"count\":12}
{\"EMPLOYEE_ID\":\"968AF7A93F06CC62E040A8C0990E1B2E\",\"count\":12}
{\"EMPLOYEE_ID\":\"927c53d51ae74593967f7b66194f4cd2\",\"count\":12}
{\"EMPLOYEE_ID\":\"9f9995fa44b24c349be2244ed66afc3d\",\"count\":12}
{\"EMPLOYEE_ID\":\"bac8b46917f1412d99ad3f14f5d7742f\",\"count\":12}
{\"EMPLOYEE_ID\":\"968AF7A8CEB7CC62E040A8C0990E1B2E\",\"count\":12}
{\"EMPLOYEE_ID\":\"974beae35c1444aeb9f950ecb8800586\",\"count\":12}
{\"EMPLOYEE_ID\":\"968AF7A9E119CC62E040A8C0990E1B2E\",\"count\":12}
{\"EMPLOYEE_ID\":\"096d3d750b334da988caed17175885fe\",\"count\":12}
{\"EMPLOYEE_ID\":\"0ffc3270265743dc8f6c38b7a6bc2306\",\"count\":12}
{\"EMPLOYEE_ID\":\"968AF7AA8951CC62E040A8C0990E1B2E\",\"count\":12}
{\"EMPLOYEE_ID\":\"0ce7078923b04a51b3bcc8efe310a098\",\"count\":12}
{\"EMPLOYEE_ID\":\"8959d6adf8714b70947a6c4b724b613b\",\"count\":12}
{\"EMPLOYEE_ID\":\"968AF7A965A2CC62E040A8C0990E1B2E\",\"count\":12}
{\"EMPLOYEE_ID\":\"17c9ac53412741e6bad2f41739f5e731\",\"count\":12}
{\"EMPLOYEE_ID\":\"775c04fb975c40ee88ed95b2346bf7f3\",\"count\":12}
{\"EMPLOYEE_ID\":\"e3e5ca696f3744eb8e944baa9ee6930b\",\"count\":12}
{\"EMPLOYEE_ID\":\"968AF7AAAFFECC62E040A8C0990E1B2E\",\"count\":12}"
508$$tc_emp_competencies$$COMPETENCY_ID$$unique$$$$1220278$$857$$true$$$$$$"{\"COMPETENCY_ID\":\"968AF8417EB1CC62E040A8C0990E1B2E\",\"count\":88824}
{\"COMPETENCY_ID\":\"968AF8417CC7CC62E040A8C0990E1B2E\",\"count\":46501}
{\"COMPETENCY_ID\":\"968AF8417DE2CC62E040A8C0990E1B2E\",\"count\":46277}
{\"COMPETENCY_ID\":\"968AF8417CC9CC62E040A8C0990E1B2E\",\"count\":45713}
{\"COMPETENCY_ID\":\"968AF8417E85CC62E040A8C0990E1B2E\",\"count\":43143}
{\"COMPETENCY_ID\":\"968AF8417E90CC62E040A8C0990E1B2E\",\"count\":42519}
{\"COMPETENCY_ID\":\"968AF8417ED5CC62E040A8C0990E1B2E\",\"count\":36681}
{\"COMPETENCY_ID\":\"968AF8417E5CCC62E040A8C0990E1B2E\",\"count\":35172}
{\"COMPETENCY_ID\":\"968AF8417CCBCC62E040A8C0990E1B2E\",\"count\":31848}
{\"COMPETENCY_ID\":\"968AF8417F03CC62E040A8C0990E1B2E\",\"count\":27214}
{\"COMPETENCY_ID\":\"968AF8417DE4CC62E040A8C0990E1B2E\",\"count\":27035}
{\"COMPETENCY_ID\":\"968AF8417EC7CC62E040A8C0990E1B2E\",\"count\":25633}
{\"COMPETENCY_ID\":\"968AF8417D59CC62E040A8C0990E1B2E\",\"count\":25248}
{\"COMPETENCY_ID\":\"968AF8417EB0CC62E040A8C0990E1B2E\",\"count\":25173}
{\"COMPETENCY_ID\":\"968AF8417D81CC62E040A8C0990E1B2E\",\"count\":23232}
{\"COMPETENCY_ID\":\"968AF8417D83CC62E040A8C0990E1B2E\",\"count\":22753}
{\"COMPETENCY_ID\":\"a71a9439a0a4444cb9854fb6b6b5429e\",\"count\":22093}
{\"COMPETENCY_ID\":\"968AF8417F05CC62E040A8C0990E1B2E\",\"count\":21462}
{\"COMPETENCY_ID\":\"968AF8417DE6CC62E040A8C0990E1B2E\",\"count\":18767}
{\"COMPETENCY_ID\":\"968AF8417CCDCC62E040A8C0990E1B2E\",\"count\":16400}
{\"COMPETENCY_ID\":\"1290bba3a1cd40f8be02536edd9ae88e\",\"count\":16361}
{\"COMPETENCY_ID\":\"968AF8417D57CC62E040A8C0990E1B2E\",\"count\":15026}
{\"COMPETENCY_ID\":\"968AF8417E8CCC62E040A8C0990E1B2E\",\"count\":13981}
{\"COMPETENCY_ID\":\"968AF8417E2ECC62E040A8C0990E1B2E\",\"count\":13426}
{\"COMPETENCY_ID\":\"cfcc4ee2d3ff4b0ea3b2750b2a355849\",\"count\":11862}
{\"COMPETENCY_ID\":\"968AF8417F0DCC62E040A8C0990E1B2E\",\"count\":10841}
{\"COMPETENCY_ID\":\"968AF8417DC5CC62E040A8C0990E1B2E\",\"count\":10097}
{\"COMPETENCY_ID\":\"968AF8417E96CC62E040A8C0990E1B2E\",\"count\":9132}
{\"COMPETENCY_ID\":\"712257e98e974c2e9ef1df40dca6489f\",\"count\":8832}
{\"COMPETENCY_ID\":\"968AF8417DAECC62E040A8C0990E1B2E\",\"count\":8747}
{\"COMPETENCY_ID\":\"ee23b8b88a9d44c9b3ef5b8e3de80242\",\"count\":8618}
{\"COMPETENCY_ID\":\"968AF8417EBDCC62E040A8C0990E1B2E\",\"count\":8408}
{\"COMPETENCY_ID\":\"46137c4ca165495da832f1e320e2d2a4\",\"count\":8349}
{\"COMPETENCY_ID\":\"968AF8417D34CC62E040A8C0990E1B2E\",\"count\":7808}
{\"COMPETENCY_ID\":\"968AF8417DA3CC62E040A8C0990E1B2E\",\"count\":7581}
{\"COMPETENCY_ID\":\"3f6146f69b1d47058fc58f275324dca3\",\"count\":7485}
{\"COMPETENCY_ID\":\"968AF8417D52CC62E040A8C0990E1B2E\",\"count\":7373}
{\"COMPETENCY_ID\":\"aeade6c4531e471ab32697ae1d6bc548\",\"count\":7020}
{\"COMPETENCY_ID\":\"968AF8417EB7CC62E040A8C0990E1B2E\",\"count\":6585}
{\"COMPETENCY_ID\":\"968AF8417EB2CC62E040A8C0990E1B2E\",\"count\":6375}
{\"COMPETENCY_ID\":\"968AF8417ED6CC62E040A8C0990E1B2E\",\"count\":6201}
{\"COMPETENCY_ID\":\"01eb53a88b1f4e2f8e04d12d85a21020\",\"count\":5934}
{\"COMPETENCY_ID\":\"2fe859fc2c3a4f109ea7592a200e99a1\",\"count\":5868}
{\"COMPETENCY_ID\":\"968AF8417EEDCC62E040A8C0990E1B2E\",\"count\":5553}
{\"COMPETENCY_ID\":\"968AF8417CABCC62E040A8C0990E1B2E\",\"count\":5400}
{\"COMPETENCY_ID\":\"968AF8417ED3CC62E040A8C0990E1B2E\",\"count\":5154}
{\"COMPETENCY_ID\":\"968AF8417ECCCC62E040A8C0990E1B2E\",\"count\":5150}
{\"COMPETENCY_ID\":\"968AF8417ECACC62E040A8C0990E1B2E\",\"count\":5068}
{\"COMPETENCY_ID\":\"968AF8417EC4CC62E040A8C0990E1B2E\",\"count\":4773}
{\"COMPETENCY_ID\":\"968AF8417DFACC62E040A8C0990E1B2E\",\"count\":4686}
{\"COMPETENCY_ID\":\"968AF8417DAFCC62E040A8C0990E1B2E\",\"count\":4611}
{\"COMPETENCY_ID\":\"968AF8417ED7CC62E040A8C0990E1B2E\",\"count\":4063}
{\"COMPETENCY_ID\":\"968AF8417EDCCC62E040A8C0990E1B2E\",\"count\":3923}
{\"COMPETENCY_ID\":\"968AF8417D7DCC62E040A8C0990E1B2E\",\"count\":3841}
{\"COMPETENCY_ID\":\"968AF8417DE8CC62E040A8C0990E1B2E\",\"count\":3763}
{\"COMPETENCY_ID\":\"968AF8417EF3CC62E040A8C0990E1B2E\",\"count\":3598}
{\"COMPETENCY_ID\":\"968AF8417EC2CC62E040A8C0990E1B2E\",\"count\":3591}
{\"COMPETENCY_ID\":\"968AF8417DD1CC62E040A8C0990E1B2E\",\"count\":3471}
{\"COMPETENCY_ID\":\"968AF8417EA4CC62E040A8C0990E1B2E\",\"count\":3411}
{\"COMPETENCY_ID\":\"968AF8417CE3CC62E040A8C0990E1B2E\",\"count\":3373}
{\"COMPETENCY_ID\":\"968AF8417EDFCC62E040A8C0990E1B2E\",\"count\":3262}
{\"COMPETENCY_ID\":\"968AF8417E50CC62E040A8C0990E1B2E\",\"count\":3181}
{\"COMPETENCY_ID\":\"6905580a7f4341a2bfa542ff891f20e2\",\"count\":2960}
{\"COMPETENCY_ID\":\"968AF8417DD2CC62E040A8C0990E1B2E\",\"count\":2741}
{\"COMPETENCY_ID\":\"968AF8417E9ACC62E040A8C0990E1B2E\",\"count\":2717}
{\"COMPETENCY_ID\":\"968AF8417DFBCC62E040A8C0990E1B2E\",\"count\":2675}
{\"COMPETENCY_ID\":\"968AF8417E8FCC62E040A8C0990E1B2E\",\"count\":2621}
{\"COMPETENCY_ID\":\"968AF8417DDDCC62E040A8C0990E1B2E\",\"count\":2536}
{\"COMPETENCY_ID\":\"968AF8417CE4CC62E040A8C0990E1B2E\",\"count\":2520}
{\"COMPETENCY_ID\":\"968AF8417ECDCC62E040A8C0990E1B2E\",\"count\":2499}
{\"COMPETENCY_ID\":\"968AF8417EB9CC62E040A8C0990E1B2E\",\"count\":2478}
{\"COMPETENCY_ID\":\"968AF8417D53CC62E040A8C0990E1B2E\",\"count\":2360}
{\"COMPETENCY_ID\":\"968AF8417ED9CC62E040A8C0990E1B2E\",\"count\":2299}
{\"COMPETENCY_ID\":\"968AF8417EA0CC62E040A8C0990E1B2E\",\"count\":2248}
{\"COMPETENCY_ID\":\"968AF8417CA6CC62E040A8C0990E1B2E\",\"count\":2185}
{\"COMPETENCY_ID\":\"968AF8417CCFCC62E040A8C0990E1B2E\",\"count\":2164}
{\"COMPETENCY_ID\":\"968AF8417CC1CC62E040A8C0990E1B2E\",\"count\":2133}
{\"COMPETENCY_ID\":\"968AF8417EC8CC62E040A8C0990E1B2E\",\"count\":2118}
{\"COMPETENCY_ID\":\"507e8280851a42e4830c6a43a1bd55ec\",\"count\":2093}
{\"COMPETENCY_ID\":\"968AF8417EAACC62E040A8C0990E1B2E\",\"count\":2016}
{\"COMPETENCY_ID\":\"968AF8417EBFCC62E040A8C0990E1B2E\",\"count\":2013}
{\"COMPETENCY_ID\":\"968AF8417F0BCC62E040A8C0990E1B2E\",\"count\":1992}
{\"COMPETENCY_ID\":\"968AF8417EE9CC62E040A8C0990E1B2E\",\"count\":1909}
{\"COMPETENCY_ID\":\"968AF8417DA1CC62E040A8C0990E1B2E\",\"count\":1878}
{\"COMPETENCY_ID\":\"968AF8417DD9CC62E040A8C0990E1B2E\",\"count\":1833}
{\"COMPETENCY_ID\":\"968AF8417EFACC62E040A8C0990E1B2E\",\"count\":1830}
{\"COMPETENCY_ID\":\"606063b3167f41e3a8c907b91d094181\",\"count\":1773}
{\"COMPETENCY_ID\":\"968AF8417EADCC62E040A8C0990E1B2E\",\"count\":1767}
{\"COMPETENCY_ID\":\"968AF8417EF9CC62E040A8C0990E1B2E\",\"count\":1760}
{\"COMPETENCY_ID\":\"968AF8417D11CC62E040A8C0990E1B2E\",\"count\":1739}
{\"COMPETENCY_ID\":\"968AF8417D3BCC62E040A8C0990E1B2E\",\"count\":1673}
{\"COMPETENCY_ID\":\"968AF8417E51CC62E040A8C0990E1B2E\",\"count\":1634}
{\"COMPETENCY_ID\":\"968AF8417EFCCC62E040A8C0990E1B2E\",\"count\":1621}
{\"COMPETENCY_ID\":\"968AF8417E9ECC62E040A8C0990E1B2E\",\"count\":1616}
{\"COMPETENCY_ID\":\"968AF8417CB0CC62E040A8C0990E1B2E\",\"count\":1591}
{\"COMPETENCY_ID\":\"968AF8417E28CC62E040A8C0990E1B2E\",\"count\":1564}
{\"COMPETENCY_ID\":\"968AF8417CB5CC62E040A8C0990E1B2E\",\"count\":1563}
{\"COMPETENCY_ID\":\"968AF8417E9FCC62E040A8C0990E1B2E\",\"count\":1535}
{\"COMPETENCY_ID\":\"968AF8417DD6CC62E040A8C0990E1B2E\",\"count\":1534}
{\"COMPETENCY_ID\":\"968AF8417D54CC62E040A8C0990E1B2E\",\"count\":1524}"
511$$tc_emp_competencies$$EMPLOYEE_ID$$unique$$$$1220278$$142905$$true$$$$$$"{\"EMPLOYEE_ID\":\"968AF7AAD3F6CC62E040A8C0990E1B2E\",\"count\":569}
{\"EMPLOYEE_ID\":\"968AF7A9C34CCC62E040A8C0990E1B2E\",\"count\":284}
{\"EMPLOYEE_ID\":\"968AF7AAB01BCC62E040A8C0990E1B2E\",\"count\":235}
{\"EMPLOYEE_ID\":\"968AF7A9A8CECC62E040A8C0990E1B2E\",\"count\":235}
{\"EMPLOYEE_ID\":\"968AF7A9031ACC62E040A8C0990E1B2E\",\"count\":215}
{\"EMPLOYEE_ID\":\"968AF7A9AD55CC62E040A8C0990E1B2E\",\"count\":208}
{\"EMPLOYEE_ID\":\"968AF7A84290CC62E040A8C0990E1B2E\",\"count\":207}
{\"EMPLOYEE_ID\":\"968AF7A84255CC62E040A8C0990E1B2E\",\"count\":204}
{\"EMPLOYEE_ID\":\"968AF7AA55FDCC62E040A8C0990E1B2E\",\"count\":203}
{\"EMPLOYEE_ID\":\"2536cf8664fd40dcb4798f242042adc9\",\"count\":202}
{\"EMPLOYEE_ID\":\"ebd4deb4cb734393ad23e25ab56d2ce9\",\"count\":201}
{\"EMPLOYEE_ID\":\"0896484c96b94f8682756758c189f640\",\"count\":201}
{\"EMPLOYEE_ID\":\"968AF7A8EA4FCC62E040A8C0990E1B2E\",\"count\":201}
{\"EMPLOYEE_ID\":\"968AF7AAB01CCC62E040A8C0990E1B2E\",\"count\":188}
{\"EMPLOYEE_ID\":\"968AF7A94EB5CC62E040A8C0990E1B2E\",\"count\":186}
{\"EMPLOYEE_ID\":\"968AF7A98D87CC62E040A8C0990E1B2E\",\"count\":186}
{\"EMPLOYEE_ID\":\"968AF7A94E72CC62E040A8C0990E1B2E\",\"count\":175}
{\"EMPLOYEE_ID\":\"968AF7AAA50BCC62E040A8C0990E1B2E\",\"count\":175}
{\"EMPLOYEE_ID\":\"968AF7AAB242CC62E040A8C0990E1B2E\",\"count\":174}
{\"EMPLOYEE_ID\":\"968AF7A8F6E2CC62E040A8C0990E1B2E\",\"count\":173}
{\"EMPLOYEE_ID\":\"968AF7A8E295CC62E040A8C0990E1B2E\",\"count\":171}
{\"EMPLOYEE_ID\":\"968AF7A8CEA9CC62E040A8C0990E1B2E\",\"count\":171}
{\"EMPLOYEE_ID\":\"968AF7AA4063CC62E040A8C0990E1B2E\",\"count\":171}
{\"EMPLOYEE_ID\":\"968AF7AA3A7ACC62E040A8C0990E1B2E\",\"count\":171}
{\"EMPLOYEE_ID\":\"968AF7A8CEADCC62E040A8C0990E1B2E\",\"count\":171}
{\"EMPLOYEE_ID\":\"968AF7AA38EECC62E040A8C0990E1B2E\",\"count\":171}
{\"EMPLOYEE_ID\":\"968AF7A8D574CC62E040A8C0990E1B2E\",\"count\":171}
{\"EMPLOYEE_ID\":\"968AF7A841D7CC62E040A8C0990E1B2E\",\"count\":168}
{\"EMPLOYEE_ID\":\"968AF7A9DE7ECC62E040A8C0990E1B2E\",\"count\":168}
{\"EMPLOYEE_ID\":\"968AF7A9E00FCC62E040A8C0990E1B2E\",\"count\":168}
{\"EMPLOYEE_ID\":\"968AF7A8409FCC62E040A8C0990E1B2E\",\"count\":168}
{\"EMPLOYEE_ID\":\"968AF7A83FF7CC62E040A8C0990E1B2E\",\"count\":168}
{\"EMPLOYEE_ID\":\"968AF7A9D980CC62E040A8C0990E1B2E\",\"count\":168}
{\"EMPLOYEE_ID\":\"968AF7A844ADCC62E040A8C0990E1B2E\",\"count\":168}
{\"EMPLOYEE_ID\":\"968AF7AA0102CC62E040A8C0990E1B2E\",\"count\":168}
{\"EMPLOYEE_ID\":\"968AF7A872A4CC62E040A8C0990E1B2E\",\"count\":163}
{\"EMPLOYEE_ID\":\"968AF7A99C36CC62E040A8C0990E1B2E\",\"count\":159}
{\"EMPLOYEE_ID\":\"968AF7AA5F8ECC62E040A8C0990E1B2E\",\"count\":154}
{\"EMPLOYEE_ID\":\"968AF7AAAF4BCC62E040A8C0990E1B2E\",\"count\":146}
{\"EMPLOYEE_ID\":\"968AF7A8EA67CC62E040A8C0990E1B2E\",\"count\":146}
{\"EMPLOYEE_ID\":\"968AF7AA064DCC62E040A8C0990E1B2E\",\"count\":142}
{\"EMPLOYEE_ID\":\"a02627ad14e74cf7b43d655584bc6312\",\"count\":141}
{\"EMPLOYEE_ID\":\"968AF7AA9607CC62E040A8C0990E1B2E\",\"count\":141}
{\"EMPLOYEE_ID\":\"968AF7AAA4FBCC62E040A8C0990E1B2E\",\"count\":139}
{\"EMPLOYEE_ID\":\"968AF7A98B83CC62E040A8C0990E1B2E\",\"count\":139}
{\"EMPLOYEE_ID\":\"968AF7AAA7D7CC62E040A8C0990E1B2E\",\"count\":137}
{\"EMPLOYEE_ID\":\"968AF7AAB36ACC62E040A8C0990E1B2E\",\"count\":136}
{\"EMPLOYEE_ID\":\"968AF7A8C6D3CC62E040A8C0990E1B2E\",\"count\":136}
{\"EMPLOYEE_ID\":\"968AF7AAB6B9CC62E040A8C0990E1B2E\",\"count\":135}
{\"EMPLOYEE_ID\":\"968AF7A99C37CC62E040A8C0990E1B2E\",\"count\":134}
{\"EMPLOYEE_ID\":\"968AF7A88840CC62E040A8C0990E1B2E\",\"count\":132}
{\"EMPLOYEE_ID\":\"968AF7A8C140CC62E040A8C0990E1B2E\",\"count\":132}
{\"EMPLOYEE_ID\":\"968AF7A84165CC62E040A8C0990E1B2E\",\"count\":132}
{\"EMPLOYEE_ID\":\"968AF7A8CA9CCC62E040A8C0990E1B2E\",\"count\":132}
{\"EMPLOYEE_ID\":\"968AF7A8CA9DCC62E040A8C0990E1B2E\",\"count\":132}
{\"EMPLOYEE_ID\":\"968AF7A8883FCC62E040A8C0990E1B2E\",\"count\":132}
{\"EMPLOYEE_ID\":\"968AF7AA2C67CC62E040A8C0990E1B2E\",\"count\":132}
{\"EMPLOYEE_ID\":\"968AF7AA30DECC62E040A8C0990E1B2E\",\"count\":131}
{\"EMPLOYEE_ID\":\"968AF7A99C35CC62E040A8C0990E1B2E\",\"count\":131}
{\"EMPLOYEE_ID\":\"968AF7A98E0ACC62E040A8C0990E1B2E\",\"count\":130}
{\"EMPLOYEE_ID\":\"968AF7A9803ACC62E040A8C0990E1B2E\",\"count\":129}
{\"EMPLOYEE_ID\":\"968AF7AA58F8CC62E040A8C0990E1B2E\",\"count\":129}
{\"EMPLOYEE_ID\":\"968AF7A98DFACC62E040A8C0990E1B2E\",\"count\":128}
{\"EMPLOYEE_ID\":\"968AF7A98B5DCC62E040A8C0990E1B2E\",\"count\":125}
{\"EMPLOYEE_ID\":\"968AF7AAD374CC62E040A8C0990E1B2E\",\"count\":125}
{\"EMPLOYEE_ID\":\"968AF7AA9A7FCC62E040A8C0990E1B2E\",\"count\":125}
{\"EMPLOYEE_ID\":\"c9c8f775b37642ef8e41e52f8760b564\",\"count\":124}
{\"EMPLOYEE_ID\":\"968AF7A94049CC62E040A8C0990E1B2E\",\"count\":124}
{\"EMPLOYEE_ID\":\"968AF7A98DF6CC62E040A8C0990E1B2E\",\"count\":124}
{\"EMPLOYEE_ID\":\"968AF7A92730CC62E040A8C0990E1B2E\",\"count\":123}
{\"EMPLOYEE_ID\":\"968AF7A96C24CC62E040A8C0990E1B2E\",\"count\":123}
{\"EMPLOYEE_ID\":\"968AF7AAB899CC62E040A8C0990E1B2E\",\"count\":123}
{\"EMPLOYEE_ID\":\"968AF7A96FDACC62E040A8C0990E1B2E\",\"count\":123}
{\"EMPLOYEE_ID\":\"968AF7AAA457CC62E040A8C0990E1B2E\",\"count\":123}
{\"EMPLOYEE_ID\":\"968AF7A96DA2CC62E040A8C0990E1B2E\",\"count\":122}
{\"EMPLOYEE_ID\":\"968AF7AAB294CC62E040A8C0990E1B2E\",\"count\":122}
{\"EMPLOYEE_ID\":\"968AF7A9A095CC62E040A8C0990E1B2E\",\"count\":122}
{\"EMPLOYEE_ID\":\"968AF7A9694ECC62E040A8C0990E1B2E\",\"count\":121}
{\"EMPLOYEE_ID\":\"968AF7A95BAACC62E040A8C0990E1B2E\",\"count\":121}
{\"EMPLOYEE_ID\":\"968AF7A965A2CC62E040A8C0990E1B2E\",\"count\":121}
{\"EMPLOYEE_ID\":\"968AF7A9CF80CC62E040A8C0990E1B2E\",\"count\":121}
{\"EMPLOYEE_ID\":\"968AF7AA9219CC62E040A8C0990E1B2E\",\"count\":118}
{\"EMPLOYEE_ID\":\"968AF7AAB28CCC62E040A8C0990E1B2E\",\"count\":118}
{\"EMPLOYEE_ID\":\"968AF7A9B642CC62E040A8C0990E1B2E\",\"count\":117}
{\"EMPLOYEE_ID\":\"968AF7A99C27CC62E040A8C0990E1B2E\",\"count\":117}
{\"EMPLOYEE_ID\":\"968AF7AA5788CC62E040A8C0990E1B2E\",\"count\":117}
{\"EMPLOYEE_ID\":\"968AF7AAB991CC62E040A8C0990E1B2E\",\"count\":117}
{\"EMPLOYEE_ID\":\"968AF7A9117FCC62E040A8C0990E1B2E\",\"count\":117}
{\"EMPLOYEE_ID\":\"968AF7A840F7CC62E040A8C0990E1B2E\",\"count\":116}
{\"EMPLOYEE_ID\":\"968AF7A99E82CC62E040A8C0990E1B2E\",\"count\":114}
{\"EMPLOYEE_ID\":\"968AF7AAB98DCC62E040A8C0990E1B2E\",\"count\":114}
{\"EMPLOYEE_ID\":\"968AF7A8E894CC62E040A8C0990E1B2E\",\"count\":114}
{\"EMPLOYEE_ID\":\"968AF7AA85F2CC62E040A8C0990E1B2E\",\"count\":114}
{\"EMPLOYEE_ID\":\"968AF7A988C7CC62E040A8C0990E1B2E\",\"count\":113}
{\"EMPLOYEE_ID\":\"968AF7A872E4CC62E040A8C0990E1B2E\",\"count\":112}
{\"EMPLOYEE_ID\":\"968AF7A985FFCC62E040A8C0990E1B2E\",\"count\":112}
{\"EMPLOYEE_ID\":\"968AF7A99C4DCC62E040A8C0990E1B2E\",\"count\":112}
{\"EMPLOYEE_ID\":\"968AF7A9888ACC62E040A8C0990E1B2E\",\"count\":112}
{\"EMPLOYEE_ID\":\"968AF7AAB28BCC62E040A8C0990E1B2E\",\"count\":112}
{\"EMPLOYEE_ID\":\"968AF7AAB37ACC62E040A8C0990E1B2E\",\"count\":112}"
512$$tc_emp_competencies$$EMPLOYEE_ID$$in$$"{\"column\": \"TC_EMP_DETAILS.EMPLOYEE_ID\"}"$$1220278$$1220230$$true$$$$$$"{\"COMPETENCY_ID\":\"968AF8417D59CC62E040A8C0990E1B2E\",\"EMPLOYEE_ID\":\"968AF7AA5C7FCC62E040A8C0990E1B2E\",\"COMPETENCY_NAME\":\"WF VAN MEDIUM\",\"COMPETENCY_TYPE\":\"Driver/Operator\"}
{\"COMPETENCY_ID\":\"968AF8417E5CCC62E040A8C0990E1B2E\",\"EMPLOYEE_ID\":\"968AF7AA1F55CC62E040A8C0990E1B2E\",\"COMPETENCY_NAME\":\"TUL/TUM WOLF\",\"COMPETENCY_TYPE\":\"Cross Country\"}
{\"COMPETENCY_ID\":\"968AF8417E5CCC62E040A8C0990E1B2E\",\"EMPLOYEE_ID\":\"968AF7AA5C7FCC62E040A8C0990E1B2E\",\"COMPETENCY_NAME\":\"TUL/TUM WOLF\",\"COMPETENCY_TYPE\":\"Cross Country\"}
{\"COMPETENCY_ID\":\"968AF8417E85CC62E040A8C0990E1B2E\",\"EMPLOYEE_ID\":\"968AF7A8C624CC62E040A8C0990E1B2E\",\"COMPETENCY_NAME\":\"TUL/TUM L/R 90/110\",\"COMPETENCY_TYPE\":\"Driver/Operator\"}
{\"COMPETENCY_ID\":\"968AF8417E7DCC62E040A8C0990E1B2E\",\"EMPLOYEE_ID\":\"968AF7AA1F55CC62E040A8C0990E1B2E\",\"COMPETENCY_NAME\":\"FV 430\",\"COMPETENCY_TYPE\":\"Commander\"}
{\"COMPETENCY_ID\":\"968AF8417E71CC62E040A8C0990E1B2E\",\"EMPLOYEE_ID\":\"968AF7AA1F55CC62E040A8C0990E1B2E\",\"COMPETENCY_NAME\":\"CVR OTHER\",\"COMPETENCY_TYPE\":\"Commander\"}
{\"COMPETENCY_ID\":\"968AF8417E7DCC62E040A8C0990E1B2E\",\"EMPLOYEE_ID\":\"968AF7A8C624CC62E040A8C0990E1B2E\",\"COMPETENCY_NAME\":\"FV 430\",\"COMPETENCY_TYPE\":\"Commander\"}
{\"COMPETENCY_ID\":\"968AF8417E5CCC62E040A8C0990E1B2E\",\"EMPLOYEE_ID\":\"968AF7A8C624CC62E040A8C0990E1B2E\",\"COMPETENCY_NAME\":\"TUL/TUM WOLF\",\"COMPETENCY_TYPE\":\"Cross Country\"}
{\"COMPETENCY_ID\":\"968AF8417E8FCC62E040A8C0990E1B2E\",\"EMPLOYEE_ID\":\"968AF7A8C624CC62E040A8C0990E1B2E\",\"COMPETENCY_NAME\":\"CVR(T)\",\"COMPETENCY_TYPE\":\"Driver/Operator\"}
{\"COMPETENCY_ID\":\"968AF8417E8FCC62E040A8C0990E1B2E\",\"EMPLOYEE_ID\":\"968AF7AA1F55CC62E040A8C0990E1B2E\",\"COMPETENCY_NAME\":\"CVR(T)\",\"COMPETENCY_TYPE\":\"Driver/Operator\"}
{\"COMPETENCY_ID\":\"968AF8417E90CC62E040A8C0990E1B2E\",\"EMPLOYEE_ID\":\"968AF7AA1F55CC62E040A8C0990E1B2E\",\"COMPETENCY_NAME\":\"TUL/TUM WOLF\",\"COMPETENCY_TYPE\":\"Driver/Operator\"}
{\"COMPETENCY_ID\":\"968AF8417E90CC62E040A8C0990E1B2E\",\"EMPLOYEE_ID\":\"968AF7AA5C7FCC62E040A8C0990E1B2E\",\"COMPETENCY_NAME\":\"TUL/TUM WOLF\",\"COMPETENCY_TYPE\":\"Driver/Operator\"}
