"TABLE_NAME","COLUMN_NAME","DATA_TYPE","DATA_LENGTH","DATA_PRECISION","DATA_SCALE","NULLABLE","DEFAULT_LENGTH","DATA_DEFAULT","CHAR_LENGTH"
"ENVIRONMENT_CODES","ENVIRONMENT_CODE","VARCHAR2",8,,,"N",,"",2
"ENVIRONMENT_CODES","LAST_CHANGED_BY","VARCHAR2",80,,,"Y",,"",20
"ENVIRONMENT_CODES","LAST_CHANGED_ON","DATE",7,,,"Y",,"",0
"ENVIRONMENT_CODES","VERSION_NUMBER","NUMBER",22,10,0,"Y",,"",0
"EO_APPLICABILITIES","CAGE","VARCHAR2",20,,,"Y",,"",5
"EO_APPLICABILITIES","CREATED_BY","VARCHAR2",80,,,"Y",,"",20
"EO_APPLICABILITIES","CREATED_ON","DATE",7,,,"Y",,"",0
"EO_APPLICABILITIES","CRITERIA_TYPE","NUMBER",22,2,0,"Y",,"",0
"EO_APPLICABILITIES","EDWEFFECTIVEFROMTS","DATE",7,,,"N",,"",0
"EO_APPLICABILITIES","EDWEFFECTIVETOTS","DATE",7,,,"Y",,"",0
"EO_APPLICABILITIES","EDWLOADTS","DATE",7,,,"N",,"",0
"EO_APPLICABILITIES","EDWSEQ_NO","NUMBER",22,10,0,"N",,"",0
"EO_APPLICABILITIES","EDWSOFT_DEL_IND","NUMBER",22,3,0,"N",,"",0
"EO_APPLICABILITIES","EDWSTG_ROW_OP","NUMBER",22,10,0,"N",,"",0
"EO_APPLICABILITIES","EIAC","VARCHAR2",80,,,"Y",,"",20
"EO_APPLICABILITIES","EO_APPLICABILITY_ID","VARCHAR2",320,,,"N",,"",80
"EO_APPLICABILITIES","EO_NUMBER","VARCHAR2",200,,,"N",,"",50
"EO_APPLICABILITIES","FROM_COMPONENT_SERIAL","VARCHAR2",80,,,"Y",,"",20
"EO_APPLICABILITIES","FROM_EI_SERIAL","VARCHAR2",80,,,"Y",,"",20
"EO_APPLICABILITIES","LAST_UPDATED_BY","VARCHAR2",80,,,"Y",,"",20
"EO_APPLICABILITIES","LAST_UPDATED_ON","DATE",7,,,"Y",,"",0
"EO_APPLICABILITIES","PART","VARCHAR2",200,,,"Y",,"",50
"EO_APPLICABILITIES","SEGREGATION_CODE","VARCHAR2",4000,,,"Y",,"",2000
"EO_APPLICABILITIES","SEGREGATION_CODE_CRITERIA","VARCHAR2",80,,,"Y",,"",20
"EO_APPLICABILITIES","SITE_CODE","VARCHAR2",32,,,"Y",,"",8
"EO_APPLICABILITIES","TO_COMPONENT_SERIAL","VARCHAR2",80,,,"Y",,"",20
"EO_APPLICABILITIES","TO_EI_SERIAL","VARCHAR2",80,,,"Y",,"",20
"EO_APPLICABILITIES","VERSION_NUMBER","NUMBER",22,10,0,"Y",,"",0
"EO_COMMENTS","COMMENTS","CLOB",4000,,,"Y",,"",0
"EO_COMMENTS","EDWEFFECTIVEFROMTS","DATE",7,,,"N",,"",0
"EO_COMMENTS","EDWEFFECTIVETOTS","DATE",7,,,"Y",,"",0
"EO_COMMENTS","EDWLOADTS","DATE",7,,,"N",,"",0
"EO_COMMENTS","EDWSEQ_NO","NUMBER",22,10,0,"N",,"",0
"EO_COMMENTS","EDWSOFT_DEL_IND","NUMBER",22,3,0,"N",,"",0
"EO_COMMENTS","EDWSTG_ROW_OP","NUMBER",22,10,0,"N",,"",0
"EO_COMMENTS","EO_NUMBER","VARCHAR2",200,,,"N",,"",50
"EO_COMMENTS","LAST_CHANGED_ON","DATE",7,,,"Y",,"",0
"EO_COMMENTS","VERSION_NUMBER","NUMBER",22,10,0,"Y",,"",0
"EO_COMPLIANCES","ALTERNATE_STATUS","VARCHAR2",80,,,"Y",,"",20
"EO_COMPLIANCES","AWO_CODE","VARCHAR2",200,,,"Y",,"",50
"EO_COMPLIANCES","CAGE","VARCHAR2",20,,,"Y",,"",5
"EO_COMPLIANCES","COMPLIANCE_LOCATION","VARCHAR2",80,,,"Y",,"",20
"EO_COMPLIANCES","COMPLIED_ON","DATE",7,,,"Y",,"",0
"EO_COMPLIANCES","CREATED_BY","VARCHAR2",80,,,"Y",,"",20
"EO_COMPLIANCES","CREATED_ON","DATE",7,,,"Y",,"",0
"EO_COMPLIANCES","EDWEFFECTIVEFROMTS","DATE",7,,,"N",,"",0
"EO_COMPLIANCES","EDWEFFECTIVETOTS","DATE",7,,,"Y",,"",0
"EO_COMPLIANCES","EDWLOADTS","DATE",7,,,"N",,"",0
"EO_COMPLIANCES","EDWSEQ_NO","NUMBER",22,10,0,"N",,"",0
"EO_COMPLIANCES","EDWSOFT_DEL_IND","NUMBER",22,3,0,"N",,"",0
"EO_COMPLIANCES","EDWSTG_ROW_OP","NUMBER",22,10,0,"N",,"",0
"EO_COMPLIANCES","EO_COMPLIANCE_ID","VARCHAR2",320,,,"N",,"",80
"EO_COMPLIANCES","EO_NUMBER","VARCHAR2",200,,,"N",,"",50
"EO_COMPLIANCES","HOW_COMPLIED","VARCHAR2",200,,,"Y",,"",50
"EO_COMPLIANCES","ITEM_ID","VARCHAR2",80,,,"N",,"",20
"EO_COMPLIANCES","LAST_UPDATED_BY","VARCHAR2",80,,,"Y",,"",20
"EO_COMPLIANCES","LAST_UPDATED_ON","DATE",7,,,"Y",,"",0
"EO_COMPLIANCES","PART","VARCHAR2",200,,,"Y",,"",50
"EO_COMPLIANCES","REMARKS","VARCHAR2",4000,,,"Y",,"",2000
"EO_COMPLIANCES","REQUIRED_ON","DATE",7,,,"Y",,"",0
"EO_COMPLIANCES","ROLL_CAGE","VARCHAR2",20,,,"Y",,"",5
"EO_COMPLIANCES","ROLL_PART","VARCHAR2",200,,,"Y",,"",50
"EO_COMPLIANCES","SEGREGATION_CODE","VARCHAR2",80,,,"Y",,"",20
"EO_COMPLIANCES","SERIAL","VARCHAR2",80,,,"Y",,"",20
"EO_COMPLIANCES","SITE_CODE","VARCHAR2",80,,,"Y",,"",20
"EO_COMPLIANCES","STATUS","VARCHAR2",80,,,"N",,"",20
"EO_COMPLIANCES","SYSTEM_ID","VARCHAR2",80,,,"Y",,"",20
"EO_COMPLIANCES","VERSION_NUMBER","NUMBER",22,10,0,"Y",,"",0
"EO_COMPLIANCES","WORK_ORDER_NO","VARCHAR2",80,,,"Y",,"",20
"EO_DOCUMENTS","CREATED_BY","VARCHAR2",80,,,"Y",,"",20
"EO_DOCUMENTS","CREATED_ON","DATE",7,,,"Y",,"",0
"EO_DOCUMENTS","EDWEFFECTIVEFROMTS","DATE",7,,,"N",,"",0
"EO_DOCUMENTS","EDWEFFECTIVETOTS","DATE",7,,,"Y",,"",0
"EO_DOCUMENTS","EDWLOADTS","DATE",7,,,"N",,"",0
"EO_DOCUMENTS","EDWSEQ_NO","NUMBER",22,10,0,"N",,"",0
"EO_DOCUMENTS","EDWSOFT_DEL_IND","NUMBER",22,3,0,"N",,"",0
"EO_DOCUMENTS","EDWSTG_ROW_OP","NUMBER",22,10,0,"N",,"",0
"EO_DOCUMENTS","EO_NUMBER","VARCHAR2",200,,,"N",,"",50
"EO_DOCUMENTS","ISSUED_BY","VARCHAR2",80,,,"Y",,"",20
"EO_DOCUMENTS","ISSUED_ON","DATE",7,,,"Y",,"",0
"EO_DOCUMENTS","LAST_UPDATED_BY","VARCHAR2",80,,,"Y",,"",20
"EO_DOCUMENTS","LAST_UPDATED_ON","DATE",7,,,"Y",,"",0
"EO_DOCUMENTS","SITE_CODE","VARCHAR2",32,,,"N",,"",8
"EO_DOCUMENTS","VERSION_NUMBER","NUMBER",22,10,0,"Y",,"",0
"EO_LEVELS","CREATED_BY","VARCHAR2",80,,,"Y",,"",20
"EO_LEVELS","CREATED_ON","DATE",7,,,"Y",,"",0
"EO_LEVELS","DESCRIPTION","VARCHAR2",320,,,"N",,"",80
"EO_LEVELS","EDWEFFECTIVEFROMTS","DATE",7,,,"N",,"",0
"EO_LEVELS","EDWEFFECTIVETOTS","DATE",7,,,"Y",,"",0
"EO_LEVELS","EDWLOADTS","DATE",7,,,"N",,"",0
"EO_LEVELS","EDWSEQ_NO","NUMBER",22,10,0,"N",,"",0
"EO_LEVELS","EDWSOFT_DEL_IND","NUMBER",22,3,0,"N",,"",0
"EO_LEVELS","EDWSTG_ROW_OP","NUMBER",22,10,0,"N",,"",0
"EO_LEVELS","LAST_CHANGED_BY","VARCHAR2",80,,,"Y",,"",20
"EO_LEVELS","LAST_CHANGED_ON","DATE",7,,,"Y",,"",0
"EO_LEVELS","LEVEL_CODE","VARCHAR2",80,,,"N",,"",20
"EO_LEVELS","VERSION_NUMBER","NUMBER",22,10,0,"Y",,"",0
"EO_RECEIPTS","CREATED_BY","VARCHAR2",80,,,"Y",,"",20
"EO_RECEIPTS","CREATED_ON","DATE",7,,,"Y",,"",0
"EO_RECEIPTS","EDWEFFECTIVEFROMTS","DATE",7,,,"N",,"",0
"EO_RECEIPTS","EDWEFFECTIVETOTS","DATE",7,,,"Y",,"",0
"EO_RECEIPTS","EDWLOADTS","DATE",7,,,"N",,"",0
"EO_RECEIPTS","EDWSEQ_NO","NUMBER",22,10,0,"N",,"",0
"EO_RECEIPTS","EDWSOFT_DEL_IND","NUMBER",22,3,0,"N",,"",0
"EO_RECEIPTS","EDWSTG_ROW_OP","NUMBER",22,10,0,"N",,"",0
"EO_RECEIPTS","EO_NUMBER","VARCHAR2",200,,,"N",,"",50
"EO_RECEIPTS","LAST_UPDATED_BY","VARCHAR2",80,,,"Y",,"",20
"EO_RECEIPTS","LAST_UPDATED_ON","DATE",7,,,"Y",,"",0
"EO_RECEIPTS","RECEIVED_BY","VARCHAR2",80,,,"Y",,"",20
"EO_RECEIPTS","RECEIVED_ON","DATE",7,,,"Y",,"",0
"EO_RECEIPTS","SITE_CODE","VARCHAR2",32,,,"N",,"",8
"EO_RECEIPTS","VERSION_NUMBER","NUMBER",22,10,0,"Y",,"",0
"EO_RELATIONSHIPS","ASSOCIATION_TYPE","VARCHAR2",80,,,"Y",,"",20
"EO_RELATIONSHIPS","CREATED_BY","VARCHAR2",80,,,"Y",,"",20
"EO_RELATIONSHIPS","CREATED_ON","DATE",7,,,"Y",,"",0
"EO_RELATIONSHIPS","EDWEFFECTIVEFROMTS","DATE",7,,,"N",,"",0
"EO_RELATIONSHIPS","EDWEFFECTIVETOTS","DATE",7,,,"Y",,"",0
"EO_RELATIONSHIPS","EDWLOADTS","DATE",7,,,"N",,"",0
"EO_RELATIONSHIPS","EDWSEQ_NO","NUMBER",22,10,0,"N",,"",0
"EO_RELATIONSHIPS","EDWSOFT_DEL_IND","NUMBER",22,3,0,"N",,"",0
"EO_RELATIONSHIPS","EDWSTG_ROW_OP","NUMBER",22,10,0,"N",,"",0
"EO_RELATIONSHIPS","EO_NUMBER","VARCHAR2",200,,,"N",,"",50
"EO_RELATIONSHIPS","LAST_UPDATED_BY","VARCHAR2",80,,,"Y",,"",20
"EO_RELATIONSHIPS","LAST_UPDATED_ON","DATE",7,,,"Y",,"",0
"EO_RELATIONSHIPS","RELATED_EO_NUMBER","VARCHAR2",200,,,"N",,"",50
"EO_RELATIONSHIPS","VERSION_NUMBER","NUMBER",22,10,0,"Y",,"",0
"EO_ROLL_PARTS","CAGE","VARCHAR2",20,,,"N",,"",5
"EO_ROLL_PARTS","CREATED_BY","VARCHAR2",80,,,"Y",,"",20
"EO_ROLL_PARTS","CREATED_ON","DATE",7,,,"Y",,"",0
"EO_ROLL_PARTS","EDWEFFECTIVEFROMTS","DATE",7,,,"N",,"",0
"EO_ROLL_PARTS","EDWEFFECTIVETOTS","DATE",7,,,"Y",,"",0
"EO_ROLL_PARTS","EDWLOADTS","DATE",7,,,"N",,"",0
"EO_ROLL_PARTS","EDWSEQ_NO","NUMBER",22,10,0,"N",,"",0
"EO_ROLL_PARTS","EDWSOFT_DEL_IND","NUMBER",22,3,0,"N",,"",0
"EO_ROLL_PARTS","EDWSTG_ROW_OP","NUMBER",22,10,0,"N",,"",0
"EO_ROLL_PARTS","EO_NUMBER","VARCHAR2",200,,,"N",,"",50
"EO_ROLL_PARTS","LAST_UPDATED_BY","VARCHAR2",80,,,"Y",,"",20
"EO_ROLL_PARTS","LAST_UPDATED_ON","DATE",7,,,"Y",,"",0
"EO_ROLL_PARTS","PART","VARCHAR2",200,,,"N",,"",50
"EO_ROLL_PARTS","ROLL_CAGE","VARCHAR2",20,,,"Y",,"",5
"EO_ROLL_PARTS","ROLL_PART","VARCHAR2",200,,,"Y",,"",50
"EO_ROLL_PARTS","VERSION_NUMBER","NUMBER",22,10,0,"Y",,"",0
"EQUIPMENT_LABELS","AIRCRAFT_TYPE_MARK","VARCHAR2",80,,,"N",,"",20
"EQUIPMENT_LABELS","ALT_POSITION","NUMBER",22,2,0,"Y",,"",0
"EQUIPMENT_LABELS","AUTHORITY","VARCHAR2",80,,,"Y",,"",20
"EQUIPMENT_LABELS","AUTHORITY_INTERVAL_TYPE","VARCHAR2",8,,,"Y",,"",2
"EQUIPMENT_LABELS","AUTHORITY_INTERVAL_TYPE_DESC","VARCHAR2",32,,,"Y",,"",8
"EQUIPMENT_LABELS","AUTHORITY_LIFE","VARCHAR2",60,,,"Y",,"",15
"EQUIPMENT_LABELS","AUTHORITY_TASK_TYPE","VARCHAR2",200,,,"Y",,"",50
"EQUIPMENT_LABELS","BAY_MAINTENANCE_LIFE_REMAINING","VARCHAR2",60,,,"Y",,"",15
"EQUIPMENT_LABELS","CAGE","VARCHAR2",20,,,"N",,"",5
"EQUIPMENT_LABELS","DEFICIENCIES","VARCHAR2",160,,,"Y",,"",40
"EQUIPMENT_LABELS","EDWEFFECTIVEFROMTS","DATE",7,,,"N",,"",0
"EQUIPMENT_LABELS","EDWEFFECTIVETOTS","DATE",7,,,"Y",,"",0
"EQUIPMENT_LABELS","EDWLOADTS","DATE",7,,,"N",,"",0
"EQUIPMENT_LABELS","EDWSEQ_NO","NUMBER",22,10,0,"N",,"",0
"EQUIPMENT_LABELS","EDWSOFT_DEL_IND","NUMBER",22,3,0,"N",,"",0
"EQUIPMENT_LABELS","EDWSTG_ROW_OP","NUMBER",22,10,0,"N",,"",0
"EQUIPMENT_LABELS","EIAC","VARCHAR2",80,,,"Y",,"",20
"EQUIPMENT_LABELS","ERC_ATTACHED","CHAR",4,,,"N",,"",1
"EQUIPMENT_LABELS","ERC_NUMBER","VARCHAR2",40,,,"Y",,"",10
"EQUIPMENT_LABELS","FAULT_REFERENCE","VARCHAR2",80,,,"Y",,"",20
"EQUIPMENT_LABELS","FORM_REF","VARCHAR2",80,,,"N",,"",20
"EQUIPMENT_LABELS","HAZARDS","VARCHAR2",80,,,"Y",,"",20
"EQUIPMENT_LABELS","INTERVAL_TYPE_1","VARCHAR2",8,,,"Y",,"",2
"EQUIPMENT_LABELS","INTERVAL_TYPE_2","VARCHAR2",8,,,"Y",,"",2
"EQUIPMENT_LABELS","INTERVAL_TYPE_3","VARCHAR2",8,,,"Y",,"",2
"EQUIPMENT_LABELS","INTERVAL_TYPE_4","VARCHAR2",8,,,"Y",,"",2
"EQUIPMENT_LABELS","INTERVAL_TYPE_RLR","VARCHAR2",8,,,"Y",,"",2
"EQUIPMENT_LABELS","ITEM_ID","VARCHAR2",80,,,"N",,"",20
"EQUIPMENT_LABELS","LAST_CHANGED_ON","DATE",7,,,"Y",,"",0
"EQUIPMENT_LABELS","LS_ALC","NUMBER",22,2,0,"Y",,"",0
"EQUIPMENT_LABELS","LS_EIAC","VARCHAR2",80,,,"Y",,"",20
"EQUIPMENT_LABELS","LS_LCN","VARCHAR2",80,,,"Y",,"",20
"EQUIPMENT_LABELS","MDS_REPORTABLE","CHAR",4,,,"N",,"",1
"EQUIPMENT_LABELS","NSN","VARCHAR2",64,,,"N",,"",16
"EQUIPMENT_LABELS","ORN_AIRCRAFT","VARCHAR2",80,,,"Y",,"",20
"EQUIPMENT_LABELS","ORN_DATE","DATE",7,,,"Y",,"",0
"EQUIPMENT_LABELS","ORN_SNOW","VARCHAR2",16,,,"Y",,"",4
"EQUIPMENT_LABELS","PART","VARCHAR2",200,,,"N",,"",50
"EQUIPMENT_LABELS","PART_DESCRIPTION","VARCHAR2",160,,,"N",,"",40
"EQUIPMENT_LABELS","POSITION","VARCHAR2",80,,,"Y",,"",20
"EQUIPMENT_LABELS","QUANTITY","VARCHAR2",24,,,"Y",,"",6
"EQUIPMENT_LABELS","RECONDITION_LIFE_REMAINING","VARCHAR2",60,,,"Y",,"",15
"EQUIPMENT_LABELS","RECONDITION_LIFE_REMAINING1","VARCHAR2",60,,,"Y",,"",15
"EQUIPMENT_LABELS","REMARKS","VARCHAR2",400,,,"Y",,"",100
"EQUIPMENT_LABELS","SEGREGATION_CODE","VARCHAR2",80,,,"N",,"",20
"EQUIPMENT_LABELS","SERIAL","VARCHAR2",80,,,"N",,"",20
"EQUIPMENT_LABELS","SERVICEABLE","CHAR",4,,,"N",,"",1
"EQUIPMENT_LABELS","SYMPTOM_CODE","VARCHAR2",12,,,"Y",,"",3
"EQUIPMENT_LABELS","SYMPTOM_DESCRIPTION","VARCHAR2",180,,,"Y",,"",45
"EQUIPMENT_LABELS","SYMPTOM_TEXT","VARCHAR2",500,,,"Y",,"",125
"EQUIPMENT_LABELS","TASK_CODE1","VARCHAR2",200,,,"Y",,"",50
"EQUIPMENT_LABELS","TASK_TYPE1","VARCHAR2",200,,,"Y",,"",50
"EQUIPMENT_LABELS","TASK_TYPE2","VARCHAR2",200,,,"Y",,"",50
"EQUIPMENT_LABELS","TASK_TYPE3","VARCHAR2",200,,,"Y",,"",50
"EQUIPMENT_LABELS","TASK_TYPE4","VARCHAR2",200,,,"Y",,"",50
"EQUIPMENT_LABELS","TASK_TYPE_DESCRIPTION1","VARCHAR2",40,,,"Y",,"",10
"EQUIPMENT_LABELS","TASK_TYPE_RLR","VARCHAR2",200,,,"Y",,"",50
"EQUIPMENT_LABELS","TOTAL_USAGE_SINCE_INSTALLED","VARCHAR2",60,,,"Y",,"",15
"EQUIPMENT_LABELS","TOTAL_USAGE_SINCE_NEW","VARCHAR2",80,,,"Y",,"",20
"EQUIPMENT_LABELS","TOTAL_USAGE_SINCE_RECONDITION","VARCHAR2",60,,,"Y",,"",15
"EQUIPMENT_LABELS","VERSION_NUMBER","NUMBER",22,10,0,"Y",,"",0
"EQUIPMENT_LABELS","WORK_UNIT_CODE","VARCHAR2",80,,,"Y",,"",20
"EQUIPMENT_STATUSES","CREATED_BY","VARCHAR2",80,,,"Y",,"",20
"EQUIPMENT_STATUSES","CREATED_ON","DATE",7,,,"Y",,"",0
"EQUIPMENT_STATUSES","DESCRIPTION","VARCHAR2",400,,,"N",,"",100
"EQUIPMENT_STATUSES","EDWEFFECTIVEFROMTS","DATE",7,,,"N",,"",0
"EQUIPMENT_STATUSES","EDWEFFECTIVETOTS","DATE",7,,,"Y",,"",0
"EQUIPMENT_STATUSES","EDWLOADTS","DATE",7,,,"N",,"",0
"EQUIPMENT_STATUSES","EDWSEQ_NO","NUMBER",22,10,0,"N",,"",0
"EQUIPMENT_STATUSES","EDWSOFT_DEL_IND","NUMBER",22,3,0,"N",,"",0
"EQUIPMENT_STATUSES","EDWSTG_ROW_OP","NUMBER",22,10,0,"N",,"",0
"EQUIPMENT_STATUSES","EQUIPMENT_STATUS_CODE","VARCHAR2",80,,,"N",,"",20
"EQUIPMENT_STATUSES","LAST_CHANGED_BY","VARCHAR2",80,,,"Y",,"",20
"EQUIPMENT_STATUSES","LAST_CHANGED_ON","DATE",7,,,"Y",,"",0
"EXCEPTION_TYPES","CONTINUE_ON_ERROR","CHAR",4,,,"N",,"",1
"EXCEPTION_TYPES","DESCRIPTION","VARCHAR2",240,,,"Y",,"",60
"EXCEPTION_TYPES","EDWEFFECTIVEFROMTS","DATE",7,,,"N",,"",0
"EXCEPTION_TYPES","EDWEFFECTIVETOTS","DATE",7,,,"Y",,"",0
"EXCEPTION_TYPES","EDWLOADTS","DATE",7,,,"N",,"",0
"EXCEPTION_TYPES","EDWSEQ_NO","NUMBER",22,10,0,"N",,"",0
"EXCEPTION_TYPES","EDWSOFT_DEL_IND","NUMBER",22,3,0,"N",,"",0
"EXCEPTION_TYPES","EDWSTG_ROW_OP","NUMBER",22,10,0,"N",,"",0
"EXCEPTION_TYPES","EXCEPTION_TYPE","VARCHAR2",8,,,"N",,"",2
"EXCEPTION_TYPES","LAST_CHANGED_ON","DATE",7,,,"Y",,"",0
"EXCEPTION_TYPES","VERSION_NUMBER","NUMBER",22,10,0,"Y",,"",0
"FAULTS","DESCRIPTION","VARCHAR2",160,,,"N",,"",40
"FAULTS","EDWEFFECTIVEFROMTS","DATE",7,,,"N",,"",0
"FAULTS","EDWEFFECTIVETOTS","DATE",7,,,"Y",,"",0
"FAULTS","EDWLOADTS","DATE",7,,,"N",,"",0
"FAULTS","EDWSEQ_NO","NUMBER",22,10,0,"N",,"",0
"FAULTS","EDWSOFT_DEL_IND","NUMBER",22,3,0,"N",,"",0
"FAULTS","EDWSTG_ROW_OP","NUMBER",22,10,0,"N",,"",0
"FAULTS","FAULT_CODE","VARCHAR2",12,,,"N",,"",3
"FAULTS","FAULT_ID","NUMBER",22,6,0,"N",,"",0
"FAULTS","LAST_CHANGED_ON","DATE",7,,,"Y",,"",0
"FAULTS","OFF_AIRCRAFT","CHAR",4,,,"N",,"",1
"FAULTS","VERSION_NUMBER","NUMBER",22,10,0,"Y",,"",0
"FLIGHT_SCHD_CONFIG_CODES","CONFIGURATION_CODE","VARCHAR2",80,,,"N",,"",20
"FLIGHT_SCHD_CONFIG_CODES","CREATED_BY","VARCHAR2",80,,,"Y",,"",20
"FLIGHT_SCHD_CONFIG_CODES","CREATED_ON","DATE",7,,,"Y",,"",0
"FLIGHT_SCHD_CONFIG_CODES","DESCRIPTION","VARCHAR2",400,,,"N",,"",100
"FLIGHT_SCHD_CONFIG_CODES","EDWEFFECTIVEFROMTS","DATE",7,,,"N",,"",0
"FLIGHT_SCHD_CONFIG_CODES","EDWEFFECTIVETOTS","DATE",7,,,"Y",,"",0
"FLIGHT_SCHD_CONFIG_CODES","EDWLOADTS","DATE",7,,,"N",,"",0
"FLIGHT_SCHD_CONFIG_CODES","EDWSEQ_NO","NUMBER",22,10,0,"N",,"",0
"FLIGHT_SCHD_CONFIG_CODES","EDWSOFT_DEL_IND","NUMBER",22,3,0,"N",,"",0
"FLIGHT_SCHD_CONFIG_CODES","EDWSTG_ROW_OP","NUMBER",22,10,0,"N",,"",0
"FLIGHT_SCHD_CONFIG_CODES","LAST_CHANGED_BY","VARCHAR2",80,,,"Y",,"",20
"FLIGHT_SCHD_CONFIG_CODES","LAST_CHANGED_ON","DATE",7,,,"Y",,"",0
"FLIGHT_SCHD_CONFIG_CODES","VERSION_NUMBER","NUMBER",22,10,0,"Y",,"",0
"FLIGHT_SCHD_DEVIATION_CODES","CHARGEABLE","CHAR",4,,,"Y",,"",1
"FLIGHT_SCHD_DEVIATION_CODES","CREATED_BY","VARCHAR2",80,,,"Y",,"",20
"FLIGHT_SCHD_DEVIATION_CODES","CREATED_ON","DATE",7,,,"Y",,"",0
"FLIGHT_SCHD_DEVIATION_CODES","DESCRIPTION","VARCHAR2",400,,,"N",,"",100
"FLIGHT_SCHD_DEVIATION_CODES","DEVIATION_CODE","VARCHAR2",80,,,"N",,"",20
"FLIGHT_SCHD_DEVIATION_CODES","EDWEFFECTIVEFROMTS","DATE",7,,,"N",,"",0
"FLIGHT_SCHD_DEVIATION_CODES","EDWEFFECTIVETOTS","DATE",7,,,"Y",,"",0
"FLIGHT_SCHD_DEVIATION_CODES","EDWLOADTS","DATE",7,,,"N",,"",0
"FLIGHT_SCHD_DEVIATION_CODES","EDWSEQ_NO","NUMBER",22,10,0,"N",,"",0
"FLIGHT_SCHD_DEVIATION_CODES","EDWSOFT_DEL_IND","NUMBER",22,3,0,"N",,"",0
"FLIGHT_SCHD_DEVIATION_CODES","EDWSTG_ROW_OP","NUMBER",22,10,0,"N",,"",0
"FLIGHT_SCHD_DEVIATION_CODES","LAST_CHANGED_BY","VARCHAR2",80,,,"Y",,"",20
"FLIGHT_SCHD_DEVIATION_CODES","LAST_CHANGED_ON","DATE",7,,,"Y",,"",0
"FLIGHT_SCHD_DEVIATION_CODES","SINGLE_DEVIATION","CHAR",4,,,"Y",,"",1
"FLIGHT_SCHD_DEVIATION_CODES","VERSION_NUMBER","NUMBER",22,10,0,"Y",,"",0
"FLT_SERV_CERTIFICATES","CERTIFICATE_ID","VARCHAR2",80,,,"N",,"",20
"FLT_SERV_CERTIFICATES","CERTIFICATE_STATE","VARCHAR2",4,,,"Y",,"",1
"FLT_SERV_CERTIFICATES","CERTIFICATE_TYPE","VARCHAR2",4,,,"N",,"",1
"FLT_SERV_CERTIFICATES","CREATED_BY","VARCHAR2",80,,,"Y",,"",20
"FLT_SERV_CERTIFICATES","CREATED_ON","DATE",7,,,"Y",,"",0
"FLT_SERV_CERTIFICATES","DFS_TFS","VARCHAR2",4,,,"Y",,"",1
"FLT_SERV_CERTIFICATES","DFS_VALID_UNTIL","DATE",7,,,"Y",,"",0
"FLT_SERV_CERTIFICATES","DURATION","VARCHAR2",60,,,"Y",,"",15
"FLT_SERV_CERTIFICATES","EDWEFFECTIVEFROMTS","DATE",7,,,"N",,"",0
"FLT_SERV_CERTIFICATES","EDWEFFECTIVETOTS","DATE",7,,,"Y",,"",0
"FLT_SERV_CERTIFICATES","EDWLOADTS","DATE",7,,,"N",,"",0
"FLT_SERV_CERTIFICATES","EDWSEQ_NO","NUMBER",22,10,0,"N",,"",0
"FLT_SERV_CERTIFICATES","EDWSOFT_DEL_IND","NUMBER",22,3,0,"N",,"",0
"FLT_SERV_CERTIFICATES","EDWSTG_ROW_OP","NUMBER",22,10,0,"N",,"",0
"FLT_SERV_CERTIFICATES","EIAC","VARCHAR2",80,,,"Y",,"",20
"FLT_SERV_CERTIFICATES","EST_AIRFRAME_HOURS","VARCHAR2",60,,,"Y",,"",15
"FLT_SERV_CERTIFICATES","FLYING_REQUIREMENT","VARCHAR2",80,,,"Y",,"",20
"FLT_SERV_CERTIFICATES","GDT_STATE","VARCHAR2",80,,,"Y",,"",20
"FLT_SERV_CERTIFICATES","HANDOVER_VOUCHER","VARCHAR2",80,,,"Y",,"",20
"FLT_SERV_CERTIFICATES","ITEM_ID","VARCHAR2",80,,,"N",,"",20
"FLT_SERV_CERTIFICATES","LAST_CHANGED_BY","VARCHAR2",80,,,"Y",,"",20
"FLT_SERV_CERTIFICATES","LAST_CHANGED_ON","DATE",7,,,"Y",,"",0
"FLT_SERV_CERTIFICATES","LAST_WORK_ORDER_NO","VARCHAR2",80,,,"Y",,"",20
"FLT_SERV_CERTIFICATES","NEXT_SCHED_MAINT_DATE","DATE",7,,,"Y",,"",0
"FLT_SERV_CERTIFICATES","NEXT_SCHED_MAINT_HOURS","VARCHAR2",60,,,"Y",,"",15
"FLT_SERV_CERTIFICATES","OIL_CHECK1_ACTUAL_HOURS","VARCHAR2",60,,,"Y",,"",15
"FLT_SERV_CERTIFICATES","OIL_CHECK1_DUE_HOURS","VARCHAR2",60,,,"Y",,"",15
"FLT_SERV_CERTIFICATES","OIL_CHECK1_NAME","VARCHAR2",160,,,"Y",,"",40
"FLT_SERV_CERTIFICATES","OIL_CHECK2_ACTUAL_HOURS","VARCHAR2",60,,,"Y",,"",15
"FLT_SERV_CERTIFICATES","OIL_CHECK2_DUE_HOURS","VARCHAR2",60,,,"Y",,"",15
"FLT_SERV_CERTIFICATES","OIL_CHECK2_NAME","VARCHAR2",160,,,"Y",,"",40
"FLT_SERV_CERTIFICATES","POST_FLIGHT_ACCEPTED_FAULTS","VARCHAR2",80,,,"Y",,"",20
"FLT_SERV_CERTIFICATES","PRE_FLIGHT_ACCEPTED_FAULTS","VARCHAR2",80,,,"Y",,"",20
